low,2.60,25/04/2022 12:13:00
lo,2.,25/04/2022 12:14:00
low,3.11,25/04/2022 12:15:00
low,2.69,25/04/2022 12:16:00
lo,2.8,25/04/2022 12:17:00
low,3.11,25/04/2022 12:18:00
low,4,25/04/2022 12:19:00
l,3.06,25/04/2022 12:20:00
low,3.11,25/04/2022 12:21:00
low,2,25/04/2022 12:22:00
low,2.8,25/04/2022 12:23:00
l,2.65,25/04/2022 12:24:00
l,2.69,25/04/2022 12:25:00
low,2.97,25/04/2022 12:26:00
low,2.69,25/04/2022 12:27:00
low,3.,25/04/2022 12:28:00
lo,3.26,25/04/2022 12:29:00
low,3.06,25/04/2022 12:30:00
low,3.11,25/04/2022 12:31:00
low,3.16,25/04/2022 12:32:00
low,3.01,25/04/2022 12:33:00
low,3.06,25/04/2022 12:34:00
low,3.11,25/04/2022 12:35:00
low,3.31,25/04/2022 12:36:00
low,3.26,25/04/2022 12:37:00
low,3.69,25/04/2022 12:38:00
low,3.52,25/04/2022 12:39:00
low,3.58,25/04/2022 12:40:00
low,3.2,25/04/2022 12:41:00
low,3.58,25/04/2022 12:42:00
low,3.36,25/04/2022 12:43:00
l,3,25/04/2022 12:44:00
low,3.26,25/04/2022 12:45:00
low,3.11,25/04/2022 12:46:00
low,3.21,25/04/2022 12:47:00
low,3.26,25/04/2022 12:48:00
low,3.16,25/04/2022 12:49:00
low,3.16,25/04/2022 12:50:00
low,3.16,25/04/2022 12:51:00
low,3.06,25/04/2022 12:52:00
low,3.11,25/04/2022 12:53:00
lo,3.69,25/04/2022 12:54:00
low,3.58,25/04/2022 12:55:00
lo,3.,25/04/2022 12:56:00
low,4.40,25/04/2022 12:57:00
