low,1.,26/03/2022 07:40:00
low,1.63,26/03/2022 07:45:00
low,1.63,26/03/2022 07:50:00
low,1,26/03/2022 07:55:00
low,1.57,26/03/2022 08:00:00
low,1.54,26/03/2022 08:05:00
low,1.,26/03/2022 08:10:00
low,1.51,26/03/2022 08:15:00
low,1.51,26/03/2022 08:20:00
low,1.51,26/03/2022 08:25:00
lo,1.46,26/03/2022 08:30:00
low,1.51,26/03/2022 08:35:00
low,1.51,26/03/2022 08:40:00
low,1.57,26/03/2022 08:45:00
low,1.54,26/03/2022 08:50:00
low,1.51,26/03/2022 08:55:00
low,1.49,26/03/2022 09:00:00
low,1.46,26/03/2022 09:05:00
low,1.4,26/03/2022 09:10:00
low,1.41,26/03/2022 09:15:00
low,1.41,26/03/2022 09:20:00
lo,1.51,26/03/2022 09:25:00
low,1.57,26/03/2022 09:30:00
low,1.41,26/03/2022 09:35:00
low,1.36,26/03/2022 09:40:00
low,1.26,26/03/2022 09:45:00
low,1.26,26/03/2022 09:50:00
low,1.21,26/03/2022 09:55:00
low,1.31,26/03/2022 10:00:00
low,1.28,26/03/2022 10:05:00
low,1.31,26/03/2022 10:10:00
low,1.36,26/03/2022 10:15:00
low,1.26,26/03/2022 10:20:00
low,1.23,26/03/2022 10:25:00
low,1.2,26/03/2022 10:30:00
low,1.21,26/03/2022 10:35:00
low,1,26/03/2022 10:40:00
low,1.21,26/03/2022 10:45:00
low,1.31,26/03/2022 10:50:00
low,1.17,26/03/2022 10:55:00
low,1.21,26/03/2022 11:00:00
low,1.19,26/03/2022 11:05:00
low,1,26/03/2022 11:10:00
low,1.21,26/03/2022 11:15:00
low,1.26,26/03/2022 11:20:00
low,1.17,26/03/2022 11:25:00
low,1.21,26/03/2022 11:30:00
low,1.21,26/03/2022 11:35:00
low,1.28,26/03/2022 11:40:00
low,1.33,26/03/2022 11:45:00
low,1.36,26/03/2022 11:50:00
low,1.38,26/03/2022 11:55:00
low,1.41,26/03/2022 12:00:00
lo,1.31,26/03/2022 12:05:00
low,1.31,26/03/2022 12:10:00
low,1.31,26/03/2022 12:15:00
low,1.28,26/03/2022 12:20:00
low,1.23,26/03/2022 12:25:00
low,1.,26/03/2022 12:30:00
lo,1.23,26/03/2022 12:35:00
low,1.,26/03/2022 12:40:00
low,1.23,26/03/2022 12:45:00
low,1.2,26/03/2022 12:50:00
low,1,26/03/2022 12:55:00
low,1.21,26/03/2022 13:00:00
low,1.21,26/03/2022 13:05:00
low,1.2,26/03/2022 13:10:00
low,1.21,26/03/2022 13:15:00
low,1.23,26/03/2022 13:20:00
low,1.26,26/03/2022 13:25:00
low,1.21,26/03/2022 13:30:00
low,1.26,26/03/2022 13:35:00
low,1.23,26/03/2022 13:40:00
low,1.23,26/03/2022 13:45:00
low,1.23,26/03/2022 13:50:00
low,1.26,26/03/2022 13:55:00
low,1.28,26/03/2022 14:00:00
low,1,26/03/2022 14:05:00
low,1,26/03/2022 14:10:00
low,1.33,26/03/2022 14:15:00
low,1.31,26/03/2022 14:20:00
low,1.33,26/03/2022 14:25:00
low,1.36,26/03/2022 14:30:00
low,1.36,26/03/2022 14:35:00
l,1.36,26/03/2022 14:40:00
lo,1.38,26/03/2022 14:45:00
low,1.41,26/03/2022 14:50:00
low,1.41,26/03/2022 14:55:00
low,1.38,26/03/2022 15:00:00
low,1.41,26/03/2022 15:05:00
low,1.41,26/03/2022 15:10:00
low,1.41,26/03/2022 15:15:00
low,1.41,26/03/2022 15:20:00
low,1,26/03/2022 15:25:00
low,1.43,26/03/2022 15:30:00
low,1.43,26/03/2022 15:35:00
low,1.43,26/03/2022 15:40:00
low,1.43,26/03/2022 15:45:00
low,1.46,26/03/2022 15:50:00
low,1,26/03/2022 15:55:00
low,1,26/03/2022 16:00:00
low,1.57,26/03/2022 16:05:00
low,1.49,26/03/2022 16:10:00
low,1.57,26/03/2022 16:15:00
l,1.51,26/03/2022 16:20:00
low,1.54,26/03/2022 16:25:00
low,1.57,26/03/2022 16:30:00
low,1.57,26/03/2022 16:35:00
low,1.57,26/03/2022 16:40:00
low,1.63,26/03/2022 16:45:00
low,1.63,26/03/2022 16:50:00
low,1.63,26/03/2022 16:55:00
low,1,26/03/2022 17:00:00
low,1.65,26/03/2022 17:05:00
low,1.63,26/03/2022 17:10:00
low,1,26/03/2022 17:15:00
low,1.68,26/03/2022 17:20:00
low,1.68,26/03/2022 17:25:00
low,1.68,26/03/2022 17:30:00
lo,1.68,26/03/2022 17:35:00
low,1.71,26/03/2022 17:40:00
low,1.80,26/03/2022 17:45:00
low,1.80,26/03/2022 17:50:00
low,1.77,26/03/2022 17:55:00
low,2.31,26/03/2022 18:00:00
low,5.,26/03/2022 18:05:00
low,6.90,26/03/2022 18:10:00
low,6.3,26/03/2022 18:15:00
low,6.19,26/03/2022 18:20:00
lo,6.19,26/03/2022 18:25:00
low,5.26,26/03/2022 18:30:00
low,5.54,26/03/2022 18:35:00
low,4.81,26/03/2022 18:40:00
low,4.94,26/03/2022 18:45:00
low,4.33,26/03/2022 18:50:00
low,4,26/03/2022 18:55:00
low,3.83,26/03/2022 19:00:00
low,3.67,26/03/2022 19:05:00
low,3.37,26/03/2022 19:10:00
low,3.37,26/03/2022 19:15:00
low,3.23,26/03/2022 19:20:00
low,2.91,26/03/2022 19:25:00
