low,2.73,24/04/2022 22:01:00
low,2.73,24/04/2022 22:02:00
low,2.64,24/04/2022 22:03:00
low,2.64,24/04/2022 22:04:00
low,2.64,24/04/2022 22:05:00
lo,2.64,24/04/2022 22:06:00
low,2.64,24/04/2022 22:07:00
low,2.6,24/04/2022 22:08:00
low,2.69,24/04/2022 22:09:00
lo,2.6,24/04/2022 22:10:00
low,2.83,24/04/2022 22:11:00
low,2.73,24/04/2022 22:12:00
low,2.73,24/04/2022 22:13:00
l,2.69,24/04/2022 22:14:00
low,2.69,24/04/2022 22:15:00
low,2.73,24/04/2022 22:16:00
low,2.73,24/04/2022 22:17:00
low,3.03,24/04/2022 22:18:00
low,2.78,24/04/2022 22:19:00
low,2.73,24/04/2022 22:20:00
low,2.83,24/04/2022 22:21:00
low,2.8,24/04/2022 22:22:00
lo,2.8,24/04/2022 22:23:00
low,2.83,24/04/2022 22:24:00
lo,2.83,24/04/2022 22:25:00
low,2.78,24/04/2022 22:26:00
low,2.83,24/04/2022 22:27:00
low,2.88,24/04/2022 22:28:00
low,2.,24/04/2022 22:29:00
low,2.83,24/04/2022 22:30:00
low,2.88,24/04/2022 22:31:00
low,2.83,24/04/2022 22:32:00
lo,2.,24/04/2022 22:33:00
low,2.93,24/04/2022 22:34:00
low,2.93,24/04/2022 22:35:00
low,2.98,24/04/2022 22:36:00
low,2.93,24/04/2022 22:37:00
l,2.93,24/04/2022 22:38:00
low,2.98,24/04/2022 22:39:00
low,2.98,24/04/2022 22:40:00
low,2.98,24/04/2022 22:41:00
low,2.93,24/04/2022 22:42:00
low,3,24/04/2022 22:43:00
l,3.,24/04/2022 22:44:00
low,3.03,24/04/2022 22:45:00
low,2.93,24/04/2022 22:46:00
low,2.98,24/04/2022 22:47:00
lo,2.8,24/04/2022 22:48:00
low,2.98,24/04/2022 22:49:00
low,3.03,24/04/2022 22:50:00
low,3.03,24/04/2022 22:51:00
low,3.03,24/04/2022 22:52:00
low,3.08,24/04/2022 22:53:00
l,2.98,24/04/2022 22:54:00
low,2.98,24/04/2022 22:55:00
l,2,24/04/2022 22:56:00
low,2.93,24/04/2022 22:57:00
lo,2.93,24/04/2022 22:58:00
low,2.88,24/04/2022 22:59:00
l,2.88,24/04/2022 23:00:00
low,2.83,24/04/2022 23:01:00
low,2.88,24/04/2022 23:02:00
low,2.,24/04/2022 23:03:00
low,2.83,24/04/2022 23:04:00
low,3.08,24/04/2022 23:05:00
low,3.13,24/04/2022 23:06:00
low,3,24/04/2022 23:07:00
low,3.13,24/04/2022 23:08:00
low,3.13,24/04/2022 23:09:00
low,3,24/04/2022 23:10:00
low,3.13,24/04/2022 23:11:00
low,3.,24/04/2022 23:12:00
low,3.08,24/04/2022 23:13:00
l,3.,24/04/2022 23:14:00
low,3.13,24/04/2022 23:15:00
low,3.,24/04/2022 23:16:00
low,3.08,24/04/2022 23:17:00
low,3.08,24/04/2022 23:18:00
low,3.08,24/04/2022 23:19:00
low,3.40,24/04/2022 23:20:00
low,3.6,24/04/2022 23:21:00
low,3.98,24/04/2022 23:22:00
l,4.,24/04/2022 23:23:00
low,4.,24/04/2022 23:24:00
low,4.92,24/04/2022 23:25:00
low,5.60,24/04/2022 23:26:00
low,5.6,24/04/2022 23:27:00
low,5.76,24/04/2022 23:28:00
low,5.60,24/04/2022 23:29:00
low,6.00,24/04/2022 23:30:00
low,5.6,24/04/2022 23:31:00
low,5.60,24/04/2022 23:32:00
low,5.36,24/04/2022 23:33:00
low,5.29,24/04/2022 23:34:00
low,5.21,24/04/2022 23:35:00
low,5,24/04/2022 23:36:00
low,5.14,24/04/2022 23:37:00
low,5.29,24/04/2022 23:38:00
low,5,24/04/2022 23:39:00
low,5.44,24/04/2022 23:40:00
low,5.21,24/04/2022 23:41:00
lo,5.29,24/04/2022 23:42:00
low,6.17,24/04/2022 23:43:00
low,5.36,24/04/2022 23:44:00
low,5.29,24/04/2022 23:45:00
low,5.21,24/04/2022 23:46:00
low,5,24/04/2022 23:47:00
low,5.1,24/04/2022 23:48:00
low,5.36,24/04/2022 23:49:00
low,5.14,24/04/2022 23:50:00
low,4.85,24/04/2022 23:51:00
low,4.99,24/04/2022 23:52:00
low,5.14,24/04/2022 23:53:00
low,5.,24/04/2022 23:54:00
low,4.99,24/04/2022 23:55:00
low,4.9,24/04/2022 23:56:00
low,5.29,24/04/2022 23:57:00
low,4.99,24/04/2022 23:58:00
lo,5.0,24/04/2022 23:59:00
low,4.,25/04/2022 00:00:00
low,4.78,25/04/2022 00:01:00
low,4.85,25/04/2022 00:02:00
low,4.57,25/04/2022 00:03:00
low,4.64,25/04/2022 00:04:00
lo,4.57,25/04/2022 00:05:00
low,4.71,25/04/2022 00:06:00
low,4.57,25/04/2022 00:07:00
low,4.50,25/04/2022 00:08:00
low,4.,25/04/2022 00:09:00
low,4.37,25/04/2022 00:10:00
low,4.43,25/04/2022 00:11:00
low,4.43,25/04/2022 00:12:00
low,4.37,25/04/2022 00:13:00
low,4.37,25/04/2022 00:14:00
low,4.3,25/04/2022 00:15:00
low,4.37,25/04/2022 00:16:00
low,4.50,25/04/2022 00:17:00
low,4.05,25/04/2022 00:18:00
low,4.05,25/04/2022 00:19:00
low,4.17,25/04/2022 00:20:00
low,4.17,25/04/2022 00:21:00
low,4.50,25/04/2022 00:22:00
low,4.57,25/04/2022 00:23:00
low,4.50,25/04/2022 00:24:00
low,4.57,25/04/2022 00:25:00
low,4.50,25/04/2022 00:26:00
low,4.43,25/04/2022 00:27:00
low,4.4,25/04/2022 00:28:00
low,4.43,25/04/2022 00:29:00
low,4.43,25/04/2022 00:30:00
low,4.30,25/04/2022 00:31:00
l,4.43,25/04/2022 00:32:00
lo,4.,25/04/2022 00:33:00
low,4.57,25/04/2022 00:34:00
l,4,25/04/2022 00:35:00
low,4.64,25/04/2022 00:36:00
l,4.85,25/04/2022 00:37:00
low,4.71,25/04/2022 00:38:00
lo,5.36,25/04/2022 00:39:00
low,5.,25/04/2022 00:40:00
lo,6.88,25/04/2022 00:41:00
low,8.15,25/04/2022 00:42:00
low,8.91,25/04/2022 00:43:00
low,9,25/04/2022 00:44:00
low,8.69,25/04/2022 00:45:00
low,7.95,25/04/2022 00:46:00
low,7.16,25/04/2022 00:47:00
low,6,25/04/2022 00:48:00
low,6.88,25/04/2022 00:49:00
lo,6.61,25/04/2022 00:50:00
low,6.61,25/04/2022 00:51:00
low,6.43,25/04/2022 00:52:00
low,6.43,25/04/2022 00:53:00
low,6.52,25/04/2022 00:54:00
low,6.52,25/04/2022 00:55:00
low,6.43,25/04/2022 00:56:00
low,6.26,25/04/2022 00:57:00
low,6,25/04/2022 00:58:00
low,6.17,25/04/2022 00:59:00
l,5.,25/04/2022 01:00:00
low,6.00,25/04/2022 01:01:00
low,6.,25/04/2022 01:02:00
low,5,25/04/2022 01:03:00
low,5.76,25/04/2022 01:04:00
low,5.76,25/04/2022 01:05:00
low,5.76,25/04/2022 01:06:00
low,5.76,25/04/2022 01:07:00
low,5.76,25/04/2022 01:08:00
l,5,25/04/2022 01:09:00
low,5.60,25/04/2022 01:10:00
low,5.60,25/04/2022 01:11:00
low,5.52,25/04/2022 01:12:00
lo,5.60,25/04/2022 01:13:00
low,5.60,25/04/2022 01:14:00
low,5.44,25/04/2022 01:15:00
lo,5.2,25/04/2022 01:16:00
low,5.21,25/04/2022 01:17:00
low,5.14,25/04/2022 01:18:00
low,5.14,25/04/2022 01:19:00
low,5,25/04/2022 01:20:00
lo,4.99,25/04/2022 01:21:00
low,4.85,25/04/2022 01:22:00
low,4,25/04/2022 01:23:00
low,4.71,25/04/2022 01:24:00
low,4.85,25/04/2022 01:25:00
low,4.71,25/04/2022 01:26:00
low,4.,25/04/2022 01:27:00
low,4.99,25/04/2022 01:28:00
lo,4.85,25/04/2022 01:29:00
low,4.99,25/04/2022 01:30:00
lo,5.29,25/04/2022 01:31:00
low,5.76,25/04/2022 01:32:00
low,5.44,25/04/2022 01:33:00
low,5.36,25/04/2022 01:34:00
low,5,25/04/2022 01:35:00
low,5.36,25/04/2022 01:36:00
low,5,25/04/2022 01:37:00
low,5.06,25/04/2022 01:38:00
low,5.60,25/04/2022 01:39:00
low,4.99,25/04/2022 01:40:00
low,5.29,25/04/2022 01:41:00
l,5.,25/04/2022 01:42:00
low,4.,25/04/2022 01:43:00
low,4,25/04/2022 01:44:00
low,4.78,25/04/2022 01:45:00
low,4.7,25/04/2022 01:46:00
low,4.71,25/04/2022 01:47:00
low,4.,25/04/2022 01:48:00
low,4.64,25/04/2022 01:49:00
low,4.71,25/04/2022 01:50:00
lo,4.71,25/04/2022 01:51:00
low,4.64,25/04/2022 01:52:00
low,4.64,25/04/2022 01:53:00
low,4.57,25/04/2022 01:54:00
low,4.37,25/04/2022 01:55:00
low,4,25/04/2022 01:56:00
lo,4.43,25/04/2022 01:57:00
low,4.43,25/04/2022 01:58:00
low,4.30,25/04/2022 01:59:00
low,4.30,25/04/2022 02:00:00
low,4,25/04/2022 02:01:00
low,4.30,25/04/2022 02:02:00
low,4.30,25/04/2022 02:03:00
low,4.24,25/04/2022 02:04:00
low,4.24,25/04/2022 02:05:00
low,3.98,25/04/2022 02:06:00
l,4,25/04/2022 02:07:00
low,4.11,25/04/2022 02:08:00
low,4.17,25/04/2022 02:09:00
low,4,25/04/2022 02:10:00
low,4,25/04/2022 02:11:00
low,4.17,25/04/2022 02:12:00
low,4.05,25/04/2022 02:13:00
low,4,25/04/2022 02:14:00
lo,4.11,25/04/2022 02:15:00
low,4.11,25/04/2022 02:16:00
low,4.,25/04/2022 02:17:00
low,4.57,25/04/2022 02:18:00
lo,4.1,25/04/2022 02:19:00
low,4.05,25/04/2022 02:20:00
low,4.05,25/04/2022 02:21:00
low,4.05,25/04/2022 02:22:00
l,4.11,25/04/2022 02:23:00
low,4.05,25/04/2022 02:24:00
low,3.98,25/04/2022 02:25:00
lo,3.98,25/04/2022 02:26:00
lo,3.9,25/04/2022 02:27:00
low,3.92,25/04/2022 02:28:00
low,3.92,25/04/2022 02:29:00
low,3,25/04/2022 02:30:00
low,3.98,25/04/2022 02:31:00
low,3.98,25/04/2022 02:32:00
low,3.92,25/04/2022 02:33:00
low,3.92,25/04/2022 02:34:00
low,3.,25/04/2022 02:35:00
low,3.86,25/04/2022 02:36:00
low,3.86,25/04/2022 02:37:00
low,3.,25/04/2022 02:38:00
lo,3.9,25/04/2022 02:39:00
low,3.86,25/04/2022 02:40:00
low,4.,25/04/2022 02:41:00
low,3.86,25/04/2022 02:42:00
low,3.80,25/04/2022 02:43:00
low,3.86,25/04/2022 02:44:00
low,3.74,25/04/2022 02:45:00
low,3.74,25/04/2022 02:46:00
low,3.68,25/04/2022 02:47:00
low,3.74,25/04/2022 02:48:00
low,3.74,25/04/2022 02:49:00
low,3.74,25/04/2022 02:50:00
low,3.57,25/04/2022 02:51:00
low,3.6,25/04/2022 02:52:00
lo,3.,25/04/2022 02:53:00
low,3.74,25/04/2022 02:54:00
low,3.68,25/04/2022 02:55:00
low,3.68,25/04/2022 02:56:00
low,3.68,25/04/2022 02:57:00
low,3.68,25/04/2022 02:58:00
low,3.68,25/04/2022 02:59:00
low,3.,25/04/2022 03:00:00
low,3.,25/04/2022 03:01:00
low,3.57,25/04/2022 03:02:00
low,3.63,25/04/2022 03:03:00
low,3.68,25/04/2022 03:04:00
low,3.5,25/04/2022 03:05:00
low,3.63,25/04/2022 03:06:00
low,3.57,25/04/2022 03:07:00
low,3.63,25/04/2022 03:08:00
low,3.74,25/04/2022 03:09:00
l,3.,25/04/2022 03:10:00
